epoch,categorical_accuracy,loss,lr,val_5-shot_3-way_acc,val_loss
1,0.4802666666666664,1.4595851939594118,0.001,0.6733333333333333,1.0058372598900274
2,0.5189333333333334,1.4259153918034655,0.001,0.6533333333333333,1.0232386220888798
3,0.5189333333333334,1.4253426161172476,0.001,0.6366666666666667,1.0085658172633618
4,0.5354666666666668,1.4073706675860727,0.001,0.6733333333333333,1.014403141646896
5,0.5394666666666665,1.402145191503338,0.001,0.6833333333333333,1.017261348810012
6,0.5488000000000001,1.3814451186845946,0.001,0.6833333333333333,1.003349719616888
7,0.5393333333333332,1.3852855451798527,0.001,0.64,1.0129704410556335
8,0.5609333333333332,1.3782956969751168,0.001,0.6666666666666666,1.0078611974676768
9,0.559333333333333,1.3746079503662536,0.001,0.7033333333333334,0.9896900113082086
10,0.5509333333333332,1.3724600424833675,0.001,0.7333333333333333,0.99594775836056
11,0.5417333333333333,1.3830689357854116,0.001,0.6733333333333333,1.0080503300931103
12,0.5386666666666664,1.3877334878759777,0.001,0.69,0.9942235457069286
13,0.5545333333333331,1.3812104018636142,0.001,0.67,1.0026432674608006
14,0.5705333333333334,1.3570104807821288,0.001,0.6766666666666666,1.0021825368428776
15,0.5640000000000002,1.3579290339051837,0.001,0.7033333333333334,0.9874071825511744
16,0.5782666666666667,1.354599009369416,0.001,0.6033333333333334,1.0116491805668457
17,0.5634666666666668,1.3688406973707254,0.001,0.64,0.9937813299865693
18,0.5554666666666668,1.3563791794046318,0.001,0.6633333333333333,1.0044558756183886
19,0.5921333333333332,1.3448298678952897,0.001,0.6133333333333333,1.0132828203976836
20,0.5610666666666666,1.365929558438918,0.001,0.6633333333333333,1.0025799247844414
21,0.5758666666666666,1.352352388066201,0.001,0.71,0.9959443366384615
22,0.5905333333333332,1.3369924365053552,0.001,0.6233333333333333,1.001560054514113
23,0.58,1.3469788863868748,0.001,0.67,0.9898571269780746
24,0.5722666666666664,1.3569885992252881,0.001,0.68,0.9918604539317878
25,0.5866666666666666,1.3361755452015303,0.001,0.6466666666666666,0.9848830259472722
26,0.5841333333333336,1.3499362617645725,0.001,0.6433333333333333,0.9954532268445089
27,0.5793333333333331,1.3448015288306672,0.001,0.6166666666666667,1.0130258885050507
28,0.5944,1.333161466983671,0.001,0.6733333333333333,0.9970014665260892
29,0.5786666666666668,1.3441736719508086,0.001,0.6366666666666667,1.0070715538044137
30,0.5721333333333334,1.3493542081602417,0.001,0.67,1.0009923260100675
31,0.5986666666666668,1.3331492031383556,0.0005,0.68,0.988602638469013
32,0.6026666666666665,1.3299164215398083,0.0005,0.6533333333333333,0.9953753124735912
33,0.5808000000000001,1.3505714359546215,0.0005,0.6266666666666667,1.0167862479252718
34,0.5761333333333332,1.351297840317186,0.0005,0.6466666666666666,1.0070009196256815
35,0.604,1.3271385602266796,0.0005,0.6533333333333333,1.0067537101429789
36,0.6134666666666667,1.335870931074635,0.0005,0.6866666666666666,0.9992327289383605
37,0.5837333333333335,1.341144106763348,0.0005,0.6333333333333333,1.019010681564703
38,0.6086666666666668,1.3291049931508467,0.0005,0.69,0.9989493164989098
39,0.5957333333333331,1.3265915531559147,0.0005,0.6333333333333333,1.0151137859848562
40,0.6203999999999997,1.3156415777380526,0.0005,0.6833333333333333,0.9962510764662106
41,0.6329333333333336,1.3185663883852905,0.0005,0.69,1.0075142697417367
42,0.601733333333333,1.3370767867380209,0.0005,0.6566666666666666,1.0098391561884115
43,0.6330666666666667,1.3172959932607866,0.0005,0.6733333333333333,1.016000271555081
44,0.6261333333333331,1.3183550608642103,0.0005,0.6733333333333333,1.0002253841384698
45,0.6370666666666664,1.3106695438265283,0.0005,0.61,1.0237151732063778
46,0.6200000000000001,1.3188306323596537,0.0005,0.68,1.0133872007215834
47,0.6333333333333334,1.3262260028122261,0.0005,0.6633333333333333,1.0249573644853098
48,0.6389333333333336,1.3238410123885527,0.0005,0.68,1.0121331418914012
49,0.6273333333333333,1.3133389264879864,0.0005,0.67,1.0123172737822914
50,0.6481333333333335,1.2980899966793435,0.0005,0.6333333333333333,1.021648371813057
51,0.6621333333333334,1.2969096012636163,0.00025,0.6833333333333333,1.0059855829433337
52,0.6430666666666667,1.316113215617715,0.00025,0.6633333333333333,1.0306527272533084
53,0.6466666666666666,1.311686257146255,0.00025,0.62,1.01887489223584
54,0.6349333333333333,1.3255655660726757,0.00025,0.7,1.006367153646162
