epoch,categorical_accuracy,loss,lr,val_1-shot_3-way_acc,val_loss
1,0.45826666666666654,1.4739272234075307,0.001,0.59,1.0170585663171692
2,0.5157333333333333,1.4308136480159215,0.001,0.53,1.0523412080902694
3,0.5442666666666668,1.407307172589299,0.001,0.53,1.0449282058750171
4,0.5678666666666666,1.3854779608809402,0.001,0.5433333333333333,1.0254484713581777
5,0.5358666666666668,1.393665090115813,0.001,0.5233333333333333,1.04454966821275
6,0.5578666666666664,1.370228991004453,0.001,0.58,1.0145268141193684
7,0.5418666666666667,1.3953845481469624,0.001,0.61,1.015821666364367
8,0.5825333333333333,1.3578240994710553,0.001,0.62,0.9972345062306346
9,0.5707999999999998,1.3683093687568475,0.001,0.57,1.017484996521102
10,0.5517333333333333,1.3787676317115787,0.001,0.56,1.0311599138771437
11,0.5497333333333333,1.3848831330202631,0.001,0.57,1.007248993522843
12,0.5762666666666667,1.3630397385366533,0.001,0.63,1.0014940304610074
13,0.5347999999999999,1.3760688166563475,0.001,0.55,1.0186771650670843
14,0.5610666666666666,1.3656762522371233,0.001,0.6133333333333333,1.0082107766955548
15,0.5793333333333333,1.3598651412432992,0.001,0.5066666666666667,1.0398723652649353
16,0.5642666666666668,1.3670211806559032,0.001,0.6333333333333333,1.0027303731335455
17,0.5870666666666666,1.3494781370751898,0.001,0.65,0.985704857486335
18,0.5860000000000002,1.348795931642534,0.001,0.6066666666666667,1.0075206331724234
19,0.5801333333333335,1.3606684061478709,0.001,0.5733333333333334,1.0152124086594363
20,0.5789333333333333,1.3662832825453495,0.001,0.5666666666666667,1.004828751433642
21,0.5786666666666664,1.3483574657999315,0.001,0.5333333333333333,1.0308890664420163
22,0.5820000000000001,1.3584949053789128,0.001,0.5966666666666667,1.0048056346354586
23,0.5981333333333333,1.3381075993328821,0.001,0.59,1.0071176776925843
24,0.5692,1.364637970749259,0.001,0.6,1.0092658268550774
25,0.5954666666666668,1.3461127362051948,0.001,0.6266666666666667,1.0060992195083738
26,0.5983999999999999,1.3430418314223374,0.001,0.6066666666666667,1.0073615297285543
